ratio,method,mean_rank_corr,mean_magnitude_var,mean_dispersion,n_folds,median_rank_corr,iqr_rank_corr,sd_magnitude_var,median_magnitude_var,iqr_magnitude_var
0.1,shap,0.7176167596637729,0.0001452841269584,0.9466445245624868,25,0.7171838764533044,0.0365219968207765,1.0578676821487013e-05,0.00013913723830406475,1.5701210516883918e-05
0.3,shap,0.8251470855350643,6.528950411601085e-05,0.935036362342488,25,0.8231383707521361,0.030988053413643524,6.618383788038685e-06,6.183052286178593e-05,9.058635679933138e-06
0.5,shap,0.808428204022549,5.270111529423716e-05,0.9532252358267536,25,0.8092435945106945,0.020762442186456398,3.595421610623082e-06,5.091655758313347e-05,4.480547330226637e-06
0.1,pfi,0.2798435503500153,0.000361503542568,0.9036769836937886,25,0.29356101391448486,0.08165812629291958,3.5790992851463954e-05,0.00034418663487449923,4.8642507376820895e-05
0.3,pfi,0.3949097842638983,0.0001530494758921,0.8725328999256564,25,0.414544699388452,0.060078880006048274,1.35772069314289e-05,0.0001460242890834529,2.011630128058065e-05
0.5,pfi,0.3169241501140907,0.0002262362641453,0.914677288891566,25,0.3247410583594032,0.07129625136536882,1.836902603952813e-05,0.00021894453431347776,2.7409073734342845e-05
