ratio,method,mean_rank_corr,mean_magnitude_var,mean_dispersion,n_folds
0.1,shap,0.7176167596637729,0.00014528412695842514,0.9466445245624867,25
0.3,shap,0.8251470855350643,6.528950411601085e-05,0.935036362342488,25
0.5,shap,0.808428204022549,5.270111529423716e-05,0.9532252358267536,25
0.1,pfi,0.27984355035001535,0.00036150354256807207,0.9036769836937886,25
0.3,pfi,0.3949097842638983,0.00015304947589214288,0.8725328999256564,25
0.5,pfi,0.3169241501140907,0.00022623626414532022,0.9146772888915661,25
