ratio,mean_spearman,mean_topk_overlap,mean_cosine,n_folds
0.1,0.8334414061695431,0.7120000000000001,0.8669388946712873,25
0.3,0.822904964295929,0.728,0.9001300454964235,25
0.5,0.7500986693675626,0.7680000000000001,0.8845118853049065,25
