ratio,mean_spearman,mean_topk_overlap,mean_cosine,n_folds,median_spearman,iqr_spearman,median_topk_overlap,iqr_topk_overlap,median_cosine,iqr_cosine
0.1,0.8334414061695431,0.7120000000000001,0.8669388946712873,25,0.8423300355757919,0.06610956428207737,0.8,0.20000000000000007,0.8647088153350904,0.08005651900434074
0.3,0.822904964295929,0.728,0.9001300454964235,25,0.8139393139203641,0.09598997529905051,0.8,0.20000000000000007,0.8875830827511219,0.0667327086036793
0.5,0.7500986693675626,0.7680000000000001,0.8845118853049065,25,0.7590420397653879,0.0302623909939429,0.8,0.20000000000000007,0.888177651063078,0.04084407957588598
