fold_id,repeat_id,seed,model_name,class_ratio,metric_accuracy,metric_roc_auc,shap_age_years,shap_checking_status_A11,shap_checking_status_A12,shap_checking_status_A13,shap_checking_status_A14,shap_credit_amount,shap_credit_history_A30,shap_credit_history_A31,shap_credit_history_A32,shap_credit_history_A33,shap_credit_history_A34,shap_duration_months,shap_employment_since_A71,shap_employment_since_A72,shap_employment_since_A73,shap_employment_since_A74,shap_employment_since_A75,shap_existing_credits,shap_foreign_worker_A201,shap_foreign_worker_A202,shap_housing_A151,shap_housing_A152,shap_housing_A153,shap_installment_rate,shap_job_A171,shap_job_A172,shap_job_A173,shap_job_A174,shap_other_debtors_A101,shap_other_debtors_A102,shap_other_debtors_A103,shap_other_installment_plans_A141,shap_other_installment_plans_A142,shap_other_installment_plans_A143,shap_people_liable,shap_personal_status_sex_A91,shap_personal_status_sex_A92,shap_personal_status_sex_A93,shap_personal_status_sex_A94,shap_property_A121,shap_property_A122,shap_property_A123,shap_property_A124,shap_purpose_A40,shap_purpose_A41,shap_purpose_A410,shap_purpose_A42,shap_purpose_A43,shap_purpose_A44,shap_purpose_A45,shap_purpose_A46,shap_purpose_A48,shap_purpose_A49,shap_residence_since,shap_savings_status_A61,shap_savings_status_A62,shap_savings_status_A63,shap_savings_status_A64,shap_savings_status_A65,shap_telephone_A191,shap_telephone_A192,pfi_age_years,pfi_checking_status_A11,pfi_checking_status_A12,pfi_checking_status_A13,pfi_checking_status_A14,pfi_credit_amount,pfi_credit_history_A30,pfi_credit_history_A31,pfi_credit_history_A32,pfi_credit_history_A33,pfi_credit_history_A34,pfi_duration_months,pfi_employment_since_A71,pfi_employment_since_A72,pfi_employment_since_A73,pfi_employment_since_A74,pfi_employment_since_A75,pfi_existing_credits,pfi_foreign_worker_A201,pfi_foreign_worker_A202,pfi_housing_A151,pfi_housing_A152,pfi_housing_A153,pfi_installment_rate,pfi_job_A171,pfi_job_A172,pfi_job_A173,pfi_job_A174,pfi_other_debtors_A101,pfi_other_debtors_A102,pfi_other_debtors_A103,pfi_other_installment_plans_A141,pfi_other_installment_plans_A142,pfi_other_installment_plans_A143,pfi_people_liable,pfi_personal_status_sex_A91,pfi_personal_status_sex_A92,pfi_personal_status_sex_A93,pfi_personal_status_sex_A94,pfi_property_A121,pfi_property_A122,pfi_property_A123,pfi_property_A124,pfi_purpose_A40,pfi_purpose_A41,pfi_purpose_A410,pfi_purpose_A42,pfi_purpose_A43,pfi_purpose_A44,pfi_purpose_A45,pfi_purpose_A46,pfi_purpose_A48,pfi_purpose_A49,pfi_residence_since,pfi_savings_status_A61,pfi_savings_status_A62,pfi_savings_status_A63,pfi_savings_status_A64,pfi_savings_status_A65,pfi_telephone_A191,pfi_telephone_A192
0,0,42,xgboost,0.1,0.75,0.7116666666666667,0.37102264165878296,0.1258774995803833,0.058242712169885635,0.06169495731592178,0.4960787296295166,0.4435085356235504,0.04499661549925804,0.0673818439245224,0.050964150577783585,0.054017890244722366,0.19871929287910461,0.4554881155490875,0.004717557225376368,0.1326131671667099,0.13158608973026276,0.16883011162281036,0.018799860030412674,0.08497513830661774,0.016345631331205368,0.0,0.1044929027557373,0.08365826308727264,0.010080775246024132,0.27487367391586304,0.0,0.024102825671434402,0.05639960244297981,0.027960317209362984,0.038168247789144516,0.0,0.08947768062353134,0.029320381581783295,0.01286696083843708,0.12296558171510696,0.028698032721877098,0.002712884219363332,0.10783114284276962,0.03608092665672302,0.009344460442662239,0.10115425288677216,0.19352011382579803,0.17671585083007812,0.04000352323055267,0.12192457914352417,0.14213106036186218,0.0,0.2043619006872177,0.05180457979440689,0.0,0.0,0.010379007086157799,0.0,0.00549260014668107,0.1485235095024109,0.4684140086174011,0.006734613794833422,0.0,0.04198173061013222,0.04742395505309105,0.030933097004890442,0.0024391666520386934,-0.011928571428571455,0.003369047619047605,0.0026666666666666726,0.0017380952380952274,0.05785714285714285,0.026642857142857156,0.0029166666666666785,-0.00019047619047620756,-0.0015833333333333255,0.00077380952380951,0.019166666666666644,0.02939285714285713,0.0007857142857142563,0.0024523809523809615,-0.0011904761904761862,-0.001345238095238077,0.0005238095238095375,-0.0037499999999999977,2.3809523809514842e-05,0.0,-0.0022023809523809223,4.7619047619062996e-05,0.00020238095238093168,-0.003297619047619005,0.0,0.00051190476190478,0.00017857142857146123,0.001321428571428529,-0.00298809523809519,0.0,-0.013238095238095226,-0.0014761904761904864,-0.0006071428571428616,0.0022857142857142685,-3.571428571430557e-05,-4.761904761904079e-05,-0.005071428571428583,-0.00509523809523813,0.0001071428571428612,-0.0009047619047619082,-0.01114285714285711,-0.00900000000000003,0.00035714285714287807,0.0022738095238095334,-0.0019642857142857183,0.0,-0.011607142857142882,-0.007654761904761931,0.0,0.0,-0.0009523809523809601,0.0,-0.00011904761904762973,-0.003345238095238101,0.026607142857142874,-0.00013095238095240936,0.0,-0.001976190476190498,0.0026309523809523784,0.002107142857142863,0.00011904761904764083
0,0,42,xgboost,0.3,0.72,0.7517857142857143,0.2879132330417633,0.2168031632900238,0.010603729635477066,0.059810057282447815,0.5980676412582397,0.3329358994960785,0.05592606961727142,0.06285330653190613,0.025553476065397263,0.024281611666083336,0.2261519581079483,0.5124555826187134,0.011717164888978004,0.028284694999456406,0.018356842920184135,0.20735710859298706,0.010395403020083904,0.028869612142443657,0.042087968438863754,0.020716939121484756,0.09286581724882126,0.028555437922477722,0.011497506871819496,0.20715481042861938,0.0,0.017825033515691757,0.0561118982732296,0.0337686650454998,0.008523927070200443,0.04713231697678566,0.10440193116664886,0.04790504276752472,0.005800383631139994,0.09387023746967316,0.05173353850841522,0.03179724141955376,0.08764179050922394,0.051614560186862946,0.008540944196283817,0.09754665195941925,0.01498087402433157,0.02895812690258026,0.08549713343381882,0.22190076112747192,0.16790232062339783,0.0,0.04033263772726059,0.07133728265762329,0.0,0.0,0.07912040501832962,0.0,0.037933073937892914,0.11368495970964432,0.19252274930477142,0.014927409589290619,0.006716583855450153,0.08379870653152466,0.07473204284906387,0.07218608260154724,0.02909756265580654,-0.001773809523809533,0.008333333333333337,0.00039285714285715035,0.008726190476190498,0.08669047619047617,0.0017142857142857348,0.0015476190476191088,-0.0019999999999999797,0.0023095238095238056,-0.002107142857142841,0.013988095238095234,0.035238095238095214,0.00044047619047618005,-0.0008095238095237933,-0.001809523809523783,-0.0025357142857142965,0.0016309523809523775,-0.0011547619047619028,-0.0036904761904761997,-0.0020595238095237555,0.0008690476190476581,0.00045238095238093746,0.00040476190476189665,0.004523809523809508,0.0,0.00027380952380952063,0.0031785714285714082,-0.001642857142857157,-0.0002619047619047521,-0.0015476190476190644,-0.015345238095238111,0.002535714285714308,0.000797619047619036,0.0031190476190476437,2.3809523809514842e-05,0.00029761904761902434,-0.001845238095238111,-0.0036309523809523792,-0.0001666666666666927,0.003011904761904749,-0.0014523809523809606,-0.0001547619047619353,-0.006107142857142889,0.005333333333333312,0.004654761904761884,0.0,-0.0027857142857142803,0.001011904761904725,0.0,0.0,-0.002880952380952351,0.0,-0.0011428571428571455,1.1904761904768524e-05,0.00602380952380952,0.0014285714285714012,0.0002976190476190577,0.001023809523809549,0.008857142857142874,0.0044880952380952355,-0.00423809523809523
0,0,42,xgboost,0.5,0.735,0.7733333333333333,0.29899314045906067,0.33347636461257935,0.06015210971236229,0.03296617418527603,0.7744596004486084,0.3339357376098633,0.02533949539065361,0.08684056252241135,0.02460215985774994,0.016402041539549828,0.2504141330718994,0.6330780386924744,0.0323723703622818,0.06369063258171082,0.03754094988107681,0.22338779270648956,0.0335688441991806,0.033404264599084854,0.014437224715948105,0.0007757104467600584,0.037679191678762436,0.03412485495209694,0.0024337745271623135,0.13563378155231476,0.00041718094144016504,0.025143254548311234,0.04207374155521393,0.0243156049400568,0.011052962392568588,0.018409080803394318,0.09870446473360062,0.02760823257267475,0.008018869906663895,0.07422304898500443,0.02552684396505356,0.003333060769364238,0.09565519541501999,0.03355485945940018,0.00395875982940197,0.13521704077720642,0.024086400866508484,0.04434112086892128,0.021398652344942093,0.31591105461120605,0.11384173482656479,0.00080121896462515,0.050921596586704254,0.048729799687862396,0.0,0.009226099587976933,0.08395048975944519,0.0,0.03836093097925186,0.05666821077466011,0.130590558052063,0.02760118991136551,0.0034378585405647755,0.06423307955265045,0.14657901227474213,0.06852386146783829,0.004345005843788385,0.013976190476190442,0.009142857142857097,0.0044047619047619,0.0030000000000000248,0.08947619047619046,-0.001904761904761909,-0.0005238095238095486,-0.002976190476190477,0.0014642857142856958,0.0010833333333332917,0.021178571428571415,0.04313095238095236,0.0013690476190476252,-0.00039285714285715035,-0.00013095238095239825,-0.0019642857142857075,0.004345238095238102,0.006464285714285667,-3.571428571429447e-05,-5.952380952382041e-05,0.0005595238095237986,0.004642857142857138,-1.1904761904779627e-05,0.0040119047619047495,-1.1904761904757421e-05,-0.0007142857142857229,0.003285714285714303,0.000666666666666671,-0.0004880952380952763,-0.0007619047619047637,-0.0037500000000000424,0.0011190476190476196,0.0005238095238095042,-0.001261904761904764,0.0006190476190475857,-0.00020238095238097608,-0.005845238095238093,-0.0015476190476190865,0.0004880952380952097,0.007416666666666627,0.0015595238095237884,-0.0016904761904761756,-0.001821428571428585,0.02264285714285714,-0.0006190476190476412,-0.00011904761904775185,0.0011428571428570788,-0.0011785714285714511,0.0,-0.0013690476190476365,0.0011785714285713843,0.0,-0.0003214285714285503,0.00221428571428568,0.004821428571428588,-0.0012261904761904584,-0.00011904761904764083,0.0008571428571428452,0.007380952380952377,0.0014404761904761698,-0.0006547619047619135
1,0,42,xgboost,0.1,0.74,0.7396428571428572,0.22157599031925201,0.18221957981586456,0.013130299746990204,0.008150442503392696,0.5134539604187012,0.4966672658920288,0.0,0.009306338615715504,0.04343108832836151,0.004087403416633606,0.06824013590812683,0.32504573464393616,0.0019065134692937136,0.06834116578102112,0.055298805236816406,0.051909271627664566,0.019313596189022064,0.016648758202791214,0.0008032949990592897,0.0,0.022205805405974388,0.04654615372419357,0.024015646427869797,0.2536369562149048,0.0,0.011797250248491764,0.02390500344336033,0.011308380402624607,0.003655693493783474,0.007282286416739225,0.007547605782747269,0.0023353330325335264,0.0037995658349245787,0.04600539058446884,0.07796446233987808,0.020352371037006378,0.020289137959480286,0.01732952892780304,0.010779117234051228,0.10416639596223831,0.004950893111526966,0.0402069054543972,0.08234795928001404,0.3113446831703186,0.03027692250907421,0.0,0.026543419808149338,0.019322937354445457,0.0,0.0,0.043197277933359146,0.0,0.0030319744255393744,0.07721531391143799,0.17639519274234772,0.0038367353845387697,0.0004108599678147584,0.011523295193910599,0.049293600022792816,0.10084348917007446,0.015599803999066353,0.024380952380952413,0.01579761904761904,-0.00019047619047616316,0.00015476190476192419,0.04585714285714285,0.019583333333333352,0.0,-0.0004523809523809486,0.001642857142857157,-9.523809523811488e-05,0.0012023809523809658,0.014547619047619077,-0.0008095238095237711,3.5714285714283366e-05,0.002011904761904759,0.0017500000000000183,4.761904761905189e-05,0.0008571428571428896,0.00011904761904757422,0.0,0.0012023809523809769,-1.190476190474632e-05,-0.0026547619047618707,0.008559523809523805,0.0,-0.0012499999999999844,0.0021309523809524,0.000559523809523832,-0.0006785714285714062,0.0017738095238095442,0.0005595238095238541,0.0008571428571428563,0.0005238095238095264,9.523809523812599e-05,-0.0046071428571428765,0.0007261904761905024,0.000821428571428573,-0.000916666666666699,0.00030952380952380397,-0.0007499999999999729,-0.0005119047619047579,-0.0033333333333333435,-0.004380952380952397,0.013880952380952372,0.002083333333333348,0.0,-0.0033809523809523513,-0.0019285714285714461,0.0,0.0,-0.00013095238095237605,0.0,0.0002142857142857224,-0.0047857142857142595,0.019238095238095287,0.00048809523809528743,2.3809523809514842e-05,-0.0008571428571427897,0.0005833333333333468,0.011202380952380997,0.0014523809523809717
1,0,42,xgboost,0.3,0.755,0.7588095238095238,0.06136727333068848,0.1456303745508194,0.06385945528745651,0.006662726402282715,0.5331429243087769,0.17003244161605835,0.004551434889435768,0.03673781082034111,0.008402527309954166,0.02654031291604042,0.12717027962207794,0.2128247767686844,0.0026485673151910305,0.048602644354104996,0.006564092822372913,0.018335917964577675,0.005723222624510527,0.006762392353266478,0.008878789842128754,0.0018171515548601747,0.009123684838414192,0.011213026009500027,0.004816632717847824,0.056281089782714844,0.0006463234312832355,0.003066134173423052,0.0035062632523477077,0.010978720150887966,0.0017837913474068046,0.0006259360816329718,0.05623374506831169,0.02999117597937584,0.0009347455925308168,0.0938197448849678,0.007383543066680431,0.004364367108792067,0.019075438380241394,0.027254095301032066,0.0007623948622494936,0.05507756397128105,0.004059188067913055,0.005233375821262598,0.036765504628419876,0.07892889529466629,0.050461962819099426,0.0,0.0016292247455567122,0.015197629109025002,0.0,0.0010325240436941385,0.017146719619631767,0.0,0.0013696353416889906,0.0361807644367218,0.09355319291353226,0.01065977942198515,0.0063682724721729755,0.012115560472011566,0.036768969148397446,0.011329226195812225,0.0056712753139436245,0.0085952380952381,0.019821428571428566,-0.0028690476190476265,0.0011904761904762084,0.08833333333333339,0.010916666666666696,0.0011785714285714177,0.004214285714285703,-0.00022619047619046873,-0.0009642857142856843,0.011869047619047623,0.025416666666666664,-7.142857142860004e-05,0.0031428571428571473,-0.00040476190476189665,0.0005952380952381042,0.000535714285714295,-0.0014285714285714457,-0.0001547619047619131,-0.0005833333333333579,-0.00029761904761902434,0.00034523809523809843,-0.0006071428571428506,0.0034047619047618883,-0.00016666666666665942,-2.3809523809525945e-05,0.000749999999999984,0.0005714285714286226,-0.00022619047619046873,1.190476190474632e-05,-0.0033333333333333435,0.0027619047619047545,-0.0001666666666666705,0.0050357142857143326,-0.0014642857142857292,0.00039285714285713924,0.0015119047619047588,0.0019523809523809498,-0.00033333333333331885,-0.0005119047619047467,-0.0002619047619047521,-0.00046428571428567265,0.001369047619047603,0.007392857142857157,0.008285714285714275,0.0,0.00020238095238093168,0.0002142857142857113,0.0,-7.142857142862224e-05,-0.0016309523809523996,0.0,1.190476190474632e-05,-0.002404761904761921,0.01467857142857143,-0.000892857142857173,-0.00030952380952380397,-0.001095238095238127,0.006666666666666665,0.0011190476190476306,0.0007142857142857339
1,0,42,xgboost,0.5,0.735,0.7548809523809523,0.1885421723127365,0.3360139727592468,0.13851317763328552,0.050833962857723236,0.7013031840324402,0.548200786113739,0.012923703528940678,0.12454163283109665,0.053124748170375824,0.03761964663863182,0.32663020491600037,0.47076618671417236,0.007421432062983513,0.12159024924039841,0.03930741176009178,0.11675205826759338,0.034146927297115326,0.11930164694786072,0.03887132555246353,0.010881169699132442,0.03208407014608383,0.03962532430887222,0.0201122909784317,0.04789963737130165,0.004453259985893965,0.028345158323645592,0.028961902484297752,0.11914427578449249,0.009882807731628418,0.018632151186466217,0.15191267430782318,0.1012413278222084,0.017515335232019424,0.07068555057048798,0.07159662991762161,0.03201243281364441,0.08984719961881638,0.08908701688051224,0.008740117773413658,0.11277994513511658,0.040433045476675034,0.03578038141131401,0.06650113314390182,0.15584835410118103,0.25941798090934753,0.0,0.030447177588939667,0.039419934153556824,0.0,0.01935596764087677,0.013356216251850128,0.0,0.0692819133400917,0.11254924535751343,0.14008307456970215,0.036550749093294144,0.018954504281282425,0.054386578500270844,0.16936808824539185,0.09586389362812042,0.053996481001377106,0.01480952380952375,0.02951190476190472,-0.003047619047619121,0.005357142857142783,0.04529761904761899,0.009714285714285653,0.0013571428571428124,0.009690476190476093,0.0030595238095237564,-0.0013452380952381326,0.01285714285714279,0.027404761904761855,-0.0010714285714286341,0.003964285714285654,0.0032976190476189824,0.005916666666666614,0.005797619047618963,0.005583333333333262,0.00029761904761899105,0.00039285714285708373,-0.0004642857142857726,0.001095238095238027,-0.00176190476190482,0.005761904761904702,-0.00014285714285722229,-0.0004642857142857726,0.004309523809523774,0.007821428571428502,0.0010238095238094603,0.002845238095238034,0.003904761904761844,0.005773809523809426,0.0007738095238094434,0.004476190476190423,1.1904761904690809e-05,-0.0008452380952381433,0.007428571428571384,0.0009523809523808602,0.0005476190476189746,0.00015476190476181316,0.0009642857142856731,-0.001297619047619114,0.002047619047618976,0.010142857142857054,0.019130952380952315,0.0,0.0025952380952380394,0.0036071428571427867,0.0,-0.0005595238095238431,5.9523809523742696e-05,0.0,0.0030595238095237677,0.0014761904761904198,0.009928571428571365,-0.0008928571428572174,-0.0017500000000000738,-0.0007142857142857894,0.012738095238095182,0.007202380952380872,0.002071428571428524
2,0,42,xgboost,0.1,0.755,0.7072619047619048,0.3872193992137909,0.26761195063591003,0.2623022198677063,0.0974348857998848,0.5875748991966248,0.6666959524154663,0.03743612393736839,0.0,0.04435810074210167,0.03980362042784691,0.6633682250976562,0.5694408416748047,0.013479579240083694,0.25495854020118713,0.07723509520292282,0.10724575072526932,0.1713356375694275,0.3361491858959198,0.0,0.0,0.04131143540143967,0.12375816702842712,0.025090236216783524,0.2461429387331009,0.0,0.06624408811330795,0.04196988418698311,0.02307901345193386,0.11960408836603165,0.0,0.0,0.08114386349916458,0.0,0.15674293041229248,0.08064854890108109,0.026058008894324303,0.08104340732097626,0.10417430102825165,0.09961392730474472,0.09808555245399475,0.07263980060815811,0.07619725167751312,0.03515947237610817,0.21133479475975037,0.20024780929088593,0.0,0.03949330002069473,0.14226417243480682,0.0,0.007612592540681362,0.007045348174870014,0.0,0.02031710371375084,0.46709755063056946,0.13680648803710938,0.06473410874605179,0.004969733767211437,0.0,0.3145591914653778,0.1610606610774994,0.04382304102182388,0.002452380952380928,0.014166666666666706,-0.0007857142857143229,0.0009166666666666323,0.021321428571428568,-0.006059523809523804,-0.0011904761904762084,0.0,-0.00039285714285715035,0.0016071428571428404,0.016214285714285702,0.03196428571428568,0.0005833333333332913,-0.004523809523809541,-0.002964285714285697,0.0009047619047618638,-0.0006190476190476302,-0.004214285714285715,0.0,0.0,-0.0005714285714285561,-0.0026904761904762097,8.333333333332416e-05,-0.008476190476190503,0.0,-0.001380952380952405,1.1102230246251566e-17,0.0008452380952380989,-0.003738095238095229,0.0,0.0,0.0008452380952380989,0.0,-0.0016904761904761646,-8.333333333333526e-05,0.001107142857142862,-0.0014285714285714568,-0.001857142857142846,-0.00403571428571432,0.007392857142857123,0.0014761904761904643,-0.0015833333333333365,0.0009523809523809379,0.005738095238095209,0.010547619047619038,0.0,0.0009761904761904971,-0.004047619047619055,0.0,-0.0010833333333333472,-4.761904761904079e-05,0.0,-0.0004166666666666763,-0.004726190476190506,0.006940476190476186,-0.002023809523809539,0.0004880952380952208,0.0,0.012214285714285733,0.009916666666666662,0.0001666666666666372
2,0,42,xgboost,0.3,0.755,0.779404761904762,0.1358049064874649,0.16630180180072784,0.060688406229019165,0.03777649998664856,0.5145158171653748,0.2391635924577713,0.03417836129665375,0.01726571097970009,0.01478324644267559,0.001954328967258334,0.18597254157066345,0.22249451279640198,0.00590289942920208,0.05541570112109184,0.016355188563466072,0.08742479979991913,0.024930084124207497,0.026364993304014206,0.005307517480105162,0.0015255865873768926,0.026775332167744637,0.04778638854622841,0.0036762570962309837,0.0926239863038063,0.0,0.006777784787118435,0.022316183894872665,0.012728270143270493,0.01183753740042448,0.001434781588613987,0.025664838030934334,0.07914242893457413,0.0009411583305336535,0.025023162364959717,0.010303881950676441,0.005135294049978256,0.03393813222646713,0.016602855175733566,0.0035728085786104202,0.03360878303647041,0.008276243694126606,0.011396360583603382,0.06621570140123367,0.057082921266555786,0.09190142899751663,0.0,0.007759418338537216,0.04872245341539383,0.0,0.00467742420732975,0.023216508328914642,0.0,0.011017761193215847,0.0393127016723156,0.06353838741779327,0.0030008768662810326,0.006117631681263447,0.00451298151165247,0.05441848188638687,0.012663466855883598,0.006017632316797972,0.012488095238095409,0.011464285714285826,0.004130952380952524,9.52380952381926e-05,0.04714285714285728,0.013285714285714434,0.00019047619047627418,0.003428571428571525,-0.001833333333333187,0.00019047619047629638,-0.0003214285714284282,0.040142857142857244,-7.142857142846681e-05,-0.0010119047619046363,-0.0010238095238093825,0.00023809523809537048,0.0009761904761905859,0.0006547619047620357,0.00029761904761914647,1.1904761904857342e-05,-9.523809523798166e-05,-0.0016428571428570126,2.3809523809581456e-05,0.0006547619047620245,0.0,-0.0010952380952379715,-0.0022261904761903374,0.003571428571428714,0.00039285714285723915,0.00022619047619059084,0.005142857142857238,0.001928571428571535,0.00017857142857155006,0.0019642857142858627,0.0006190476190477412,0.0008928571428572174,0.0004642857142858614,0.00040476190476199656,-0.00028571428571417813,0.004642857142857259,-0.000559523809523721,0.0009047619047620415,0.0012500000000001178,0.005107142857142999,0.011107142857142992,0.0,-0.0008928571428570287,-0.0007261904761903359,0.0,-0.0011785714285713512,0.001392857142857229,0.0,5.9523809523931436e-05,0.0017976190476191923,0.011142857142857277,-0.0005952380952380598,-0.0005119047619046579,0.0008095238095238933,0.00698809523809536,0.0005833333333334578,1.1102230246251565e-16
2,0,42,xgboost,0.5,0.73,0.7713095238095238,0.2671809494495392,0.2097327560186386,0.018960872665047646,0.04990395903587341,0.7600517272949219,0.42664965987205505,0.06436175107955933,0.07825727760791779,0.04464269056916237,0.06129268556833267,0.37109431624412537,0.4079124927520752,0.0030503696762025356,0.22459515929222107,0.035088177770376205,0.19258707761764526,0.03406346216797829,0.10306677222251892,0.016072839498519897,0.0009910932276397943,0.05054932087659836,0.04480184614658356,0.006919845938682556,0.16770994663238525,0.0,0.03578783571720123,0.05261711776256561,0.021713700145483017,0.039392951875925064,0.013851173222064972,0.03473665565252304,0.15822768211364746,0.006211312022060156,0.015151314437389374,0.009779497049748898,0.02351394109427929,0.037846311926841736,0.024941271170973778,0.011460775509476662,0.04065120592713356,0.05780572444200516,0.031559642404317856,0.009395934641361237,0.16981028020381927,0.1603059321641922,0.0,0.01574731059372425,0.05184994265437126,0.0,0.002420061267912388,0.07288848608732224,0.0,0.008052343502640724,0.09603109210729599,0.11943408101797104,0.014402829110622406,0.04112274572253227,0.033600062131881714,0.10101022571325302,0.02245180867612362,0.0016069971024990082,0.02854761904761901,0.007035714285714256,0.0030476190476190212,0.0008095238095237822,0.06065476190476189,0.004214285714285703,0.0013095238095237715,0.011654761904761867,-0.002726190476190493,-0.00253571428571433,-0.0013928571428571956,0.03344047619047617,0.0008690476190475916,-0.007357142857142851,-0.001976190476190498,0.00011904761904759641,0.00033333333333330774,0.015130952380952366,0.001583333333333292,-2.380952380954815e-05,-0.0037857142857143033,-0.0012500000000000289,-3.571428571432778e-05,-0.0005714285714285783,0.0,-0.003333333333333377,0.0026904761904761433,0.0009285714285713675,-0.001047619047619097,-0.00023809523809529277,0.0036785714285713644,0.004297619047619017,-0.001738095238095283,0.001059523809523777,-0.00019047619047624087,0.0006904761904761525,-0.001547619047619031,-0.000738095238095271,-2.380952380954815e-05,0.004607142857142843,0.001785714285714246,-8.333333333334635e-05,-0.00048809523809528743,0.005321428571428544,0.02076190476190475,0.0,0.0006547619047619025,-0.0009404761904762248,0.0,-0.0003571428571429003,-0.0012142857142857677,0.0,0.0003095238095237818,0.002559523809523778,0.010583333333333311,0.00020238095238089837,-0.0013571428571429122,0.0036428571428571256,0.004488095238095213,0.0018928571428571185,-0.00022619047619052424
3,0,42,xgboost,0.1,0.72,0.7335714285714287,0.49100273847579956,0.31064921617507935,0.11379341036081314,0.05475669726729393,0.251552015542984,0.37590092420578003,0.0,0.047893423587083817,0.0329473540186882,0.01756458915770054,0.14082840085029602,0.49916377663612366,0.0,0.18937522172927856,0.1273566037416458,0.23050694167613983,0.13754941523075104,0.14721673727035522,0.025826919823884964,0.0,0.01618613675236702,0.060453448444604874,0.0,0.27281197905540466,0.0,0.03937369957566261,0.028431344777345657,0.021819191053509712,0.0,0.0,0.033884819597005844,0.1472906470298767,0.016661902889609337,0.0806514173746109,0.1450733244419098,0.0,0.04750267416238785,0.053279515355825424,0.0343262180685997,0.04644504934549332,0.14293113350868225,0.06327023357152939,0.008189919404685497,0.08853551000356674,0.20507091283798218,0.0,0.09653712064027786,0.06030256673693657,0.0,0.0,0.07564957439899445,0.0,0.05708679184317589,0.28427359461784363,0.45466622710227966,0.004538002889603376,0.0,0.0,0.09450595080852509,0.12505821883678436,0.00991013366729021,0.010142857142857242,0.008250000000000068,0.012476190476190575,-0.0008095238095237156,0.027559523809523888,0.02013095238095246,0.0,0.0077261904761905306,0.002178571428571541,0.0007857142857144117,0.011559523809523908,0.03263095238095244,0.0,0.006833333333333436,0.007000000000000117,0.018690476190476257,0.005273809523809581,-0.0022142857142856353,0.002345238095238156,0.0,-0.0003809523809523263,0.002083333333333415,0.0,0.020845238095238174,0.0,0.0020476190476191314,-0.0006190476190475191,0.002809523809523873,0.0,0.0,0.0036785714285715197,0.0005238095238096152,-0.001011904761904714,0.0039523809523810405,0.0049761904761905455,0.0,-0.0006785714285713395,-0.0005476190476189525,0.004023809523809596,0.004464285714285765,0.001238095238095338,0.000309523809523915,-0.0007380952380951711,0.009059523809523896,0.005071428571428638,0.0,-0.004976190476190401,0.0023809523809524614,0.0,0.0,-0.0024047619047618428,0.0,0.001547619047619142,0.02136904761904772,0.0025952380952381504,0.00019047619047626307,0.0,0.0,-0.004226190476190439,0.002880952380952484,0.0006428571428572117
