ratio,mean_spearman,mean_topk_overlap,mean_cosine,n_folds
0.1,0.8249186776163349,0.736,0.8668829146133592,25
0.3,0.7843692322379145,0.7680000000000001,0.9051792945688218,25
0.5,0.7427866065964682,0.8160000000000001,0.8854775494520759,25
