ratio,mean_spearman,mean_topk_overlap,mean_cosine,n_folds,median_spearman,iqr_spearman,median_topk_overlap,iqr_topk_overlap,median_cosine,iqr_cosine
0.1,0.8249186776163349,0.736,0.8668829146133592,25,0.827274290823908,0.045351947711502416,0.8,0.20000000000000007,0.8698841679513378,0.06031305760694117
0.3,0.7843692322379145,0.7680000000000001,0.9051792945688218,25,0.7937909923822459,0.07978919757236602,0.8,0.0,0.9136155223741994,0.07827504997535883
0.5,0.7427866065964682,0.8160000000000001,0.8854775494520759,25,0.7542956918079443,0.0653637612547403,0.8,0.0,0.8877920541098547,0.050379248355265416
