ratio,mean_spearman,mean_topk_overlap,mean_cosine,n_folds,median_spearman,iqr_spearman,median_topk_overlap,iqr_topk_overlap,median_cosine,iqr_cosine
0.1,0.8455819583731653,0.704,0.8685950769214037,25,0.8429261840479841,0.05227071635514402,0.6,0.20000000000000007,0.8775045525581008,0.060888725014474954
0.3,0.794743838372111,0.7120000000000001,0.8970565432586122,25,0.8034497811520507,0.10827418366526187,0.8,0.20000000000000007,0.8978732531324941,0.048842974816394435
0.5,0.7606102379586743,0.7760000000000001,0.8895758431796652,25,0.7578507370571905,0.07255686796558347,0.8,0.0,0.8947963371999823,0.039950344396156745
