ratio,method,mean_rank_corr,mean_magnitude_var,mean_dispersion,n_folds
0.1,shap,0.693501852947152,0.006887226879294391,0.9490898063771984,15
0.3,shap,0.8562349960049174,0.0009762387397573586,0.951929716738718,15
0.5,shap,0.7543352050559929,0.0022073412288276368,0.9511673462093141,15
0.1,pfi,0.263054814422348,4.6766456017743856e-05,0.7728070670680967,15
0.3,pfi,0.3146711968556319,2.5979299937513204e-05,0.7237635992971024,15
0.5,pfi,0.292721019241495,3.766790445035648e-05,0.6992554104009976,15
