ratio,method,mean_rank_corr,mean_magnitude_var,mean_dispersion,n_folds
0.1,shap,0.6947997037931335,0.00014718223798580255,0.9475421907363857,25
0.3,shap,0.8249634730435651,5.818503876313933e-05,0.9372169533597239,25
0.5,shap,0.8065778680994291,4.812082206183185e-05,0.9544314455315714,25
0.1,pfi,0.2850958434633499,0.0003757272519406804,0.902193158776859,25
0.3,pfi,0.35710538333553693,0.00013300328592866188,0.8801357310189789,25
0.5,pfi,0.3214351525376005,0.00020398158817193498,0.9179609874863349,25
