ratio,mean_spearman,mean_topk_overlap,mean_cosine,n_folds,median_spearman,iqr_spearman,median_topk_overlap,iqr_topk_overlap,median_cosine,iqr_cosine
0.1,0.8288880421206184,0.752,0.8694900256216458,25,0.8119145102804916,0.0972208228810294,0.8,0.20000000000000007,0.8740086518112282,0.06074220470480607
0.3,0.8254408021788642,0.6960000000000001,0.9029600292538744,25,0.8156415716340221,0.11756347144938062,0.6,0.20000000000000007,0.8971607088495508,0.0632463054194421
0.5,0.7429427241233566,0.7840000000000003,0.8872129054664473,25,0.7435978835978835,0.07823321614097989,0.8,0.0,0.8741405444366289,0.04739473426664298
