ratio,mean_spearman,mean_topk_overlap,mean_cosine,n_folds
0.1,0.8288880421206184,0.752,0.8694900256216458,25
0.3,0.8254408021788642,0.6960000000000001,0.9029600292538744,25
0.5,0.7429427241233566,0.7840000000000003,0.8872129054664473,25
