ratio,method,mean_rank_corr,mean_magnitude_var,mean_dispersion,n_folds,median_rank_corr,iqr_rank_corr,sd_magnitude_var,median_magnitude_var,iqr_magnitude_var
0.1,shap,0.6947997037931335,0.0001471822379858,0.9475421907363856,25,0.7055528170000697,0.05197818897785822,1.0347359827027945e-05,0.00014156993660462169,1.2838461418136624e-05
0.3,shap,0.8249634730435651,5.818503876313933e-05,0.937216953359724,25,0.8310137411599086,0.015400186843284702,5.1037294935168494e-06,5.578272464879937e-05,5.755159060695294e-06
0.5,shap,0.8065778680994291,4.812082206183185e-05,0.9544314455315714,25,0.8112866080389171,0.02407404915999445,2.7683024145568953e-06,4.6614217117662375e-05,4.120633153904165e-06
0.1,pfi,0.2850958434633499,0.0003757272519406,0.902193158776859,25,0.2936847445520976,0.07145976066655785,3.19386829219108e-05,0.0003608485397115805,4.173912154757062e-05
0.3,pfi,0.3571053833355369,0.0001330032859286,0.8801357310189789,25,0.36287352382399707,0.05746364560059736,1.0432818779063909e-05,0.00012758427755163345,1.17611630510119e-05
0.5,pfi,0.3214351525376005,0.0002039815881719,0.9179609874863348,25,0.3341705486545647,0.06763874556457089,1.749747627268096e-05,0.00019475643013202413,2.277469295600663e-05
